28-Ni-58(n,elastic) ENDF/B-VII.1
1137980.0,1.55237
1138630.0,1.31542
1138740.0,1.25427
1138850.0,1.05678
1139070.0,0.973697
1139130.0,0.896937
1139190.0,0.863562
1139230.0,0.883774
1139390.0,1.04478
1139540.0,1.12941
1141040.0,1.54974
1141320.0,1.68109
1141430.0,1.79007
1142220.0,3.20311
1142370.0,3.31544
1142500.0,3.16102
1142880.0,2.54247
1143240.0,2.32721
1143930.0,2.27301
1144240.0,2.56413
1144550.0,2.63394
1145180.0,3.70068
1145280.0,3.84389
1145720.0,3.99711
1146010.0,4.33109
1146040.0,4.33119
1146170.0,4.21028
1146780.0,2.59496
1147340.0,1.99696
1147480.0,1.75959
1147590.0,1.47685
1147680.0,1.39344
1147770.0,1.36389
1148080.0,1.65538
1148160.0,1.79668
1148280.0,2.21403
1148690.0,3.00269
1149000.0,3.50713
1149080.0,3.56041
1149200.0,3.49937
1149500.0,3.13144
1149680.0,2.67721
1149790.0,2.55813
1149940.0,2.51386
1150210.0,2.57212
1150300.0,2.6387
1150890.0,4.04717
1151110.0,4.11825
1151340.0,3.90136
1151480.0,3.57447
1151630.0,3.46019
1151830.0,3.56688
1152030.0,3.91924
1152180.0,4.49536
1152360.0,4.58113
1152570.0,4.41317
1152730.0,3.82272
1152840.0,3.31956
1153150.0,2.76301
1153250.0,2.60227
1153430.0,2.45302
1153730.0,2.38638
1154280.0,2.45539
1154390.0,2.57566
1154760.0,3.60135
1155040.0,4.22644
1155130.0,4.36323
1155320.0,4.41428
1155560.0,4.22895
1155610.0,4.24979
1155920.0,5.0208
1156240.0,6.32614
1156430.0,6.87511
1156620.0,6.6673
1156810.0,5.98687
1157070.0,5.03895
1157350.0,4.06277
1157460.0,3.94531
1157590.0,4.06371
1157800.0,4.56257
1157980.0,4.64481
1158150.0,4.59127
1158690.0,3.91946
1159050.0,3.9035
1159290.0,3.95633
1159410.0,4.07046
1159770.0,4.6137
1159820.0,4.62361
1159880.0,4.60399
1160090.0,4.14868
1160690.0,1.80704
1160780.0,1.60173
1160850.0,1.47947
1160960.0,1.39388
1161000.0,1.38867
1161150.0,1.4171
1161290.0,1.55601
1161820.0,2.28331
1162230.0,2.38816
1162520.0,3.00758
1163010.0,4.14812
1163050.0,4.18589
1163180.0,4.09089
1163560.0,3.29926
1163760.0,2.93463
1163870.0,2.77601
1164060.0,2.74103
1164840.0,2.93791
1165030.0,3.19667
1165180.0,3.6065
1165400.0,3.90314
1165850.0,5.82001
1166120.0,6.95475
1166260.0,7.24632
1166330.0,7.27875
1166510.0,6.97704
1166810.0,5.75097
1167110.0,4.29805
1167530.0,2.7712
1167560.0,2.6888
1167840.0,2.4033
1167990.0,2.32031
1168050.0,2.31995
1168170.0,2.33147
1168650.0,2.70251
1168990.0,3.14449
1169420.0,3.47617
1169580.0,3.64822
1169850.0,4.59219
1170190.0,5.34036
1170300.0,5.40633
1170450.0,5.27139
1170740.0,4.72904
1170850.0,4.64762
1170960.0,4.7323
1171600.0,6.47523
1171760.0,6.53722
1171960.0,6.27855
1172160.0,5.74434
1172390.0,4.88756
1172740.0,3.8273
1172860.0,3.73666
1172940.0,3.74878
1173220.0,4.0377
1173390.0,4.38044
1173700.0,5.81678
1173910.0,6.11163
1174040.0,5.88531
1174210.0,5.10626
1174460.0,3.83797
1174730.0,2.81163
1175600.0,1.56434
1176550.0,1.24684
1177080.0,1.03285
1177240.0,1.02807
1177400.0,1.03032
1177830.0,1.12615
1178540.0,1.33847
1179290.0,1.45511
1179450.0,1.5138
1179590.0,1.80927
1179950.0,2.62664
1180160.0,2.99535
1180320.0,3.09677
1180430.0,2.98955
1180660.0,2.31571
1181050.0,2.13844
1181810.0,2.2237
1182290.0,2.6058
1182320.0,2.60581
1182500.0,2.58064
1182750.0,2.34948
1183170.0,2.20001
1185000.0,2.32334
1185610.0,2.47115
1186040.0,2.74431
1186390.0,2.68808
1186520.0,2.94325
1187100.0,3.36113
1187190.0,3.39397
1187310.0,3.34575
1187680.0,2.68892
1187860.0,2.55642
1188070.0,2.533
1188580.0,2.69601
1189170.0,3.28305
1189400.0,3.59033
1189820.0,3.53302
1190250.0,3.28392
1191300.0,3.08571
1191730.0,2.86501
1192090.0,2.75644
1192650.0,1.74486
1192760.0,1.62503
1192790.0,1.60585
1192970.0,1.65554
1193250.0,1.83876
1193850.0,2.91309
1194240.0,3.92714
1194630.0,5.61216
1194950.0,6.5446
1195050.0,6.64992
1195240.0,6.40478
1195430.0,5.69431
1195650.0,4.77881
1196220.0,3.25922
1196580.0,2.87329
1197000.0,2.82802
1197110.0,2.89914
1197430.0,3.54416
1197610.0,3.60148
1197930.0,3.42969
1198080.0,3.16187
1198340.0,2.46543
1198400.0,2.18855
1198440.0,2.00427
1198480.0,1.89445
1198530.0,1.85229
1198880.0,1.95091
1199020.0,2.19685
1199200.0,2.6786
1199630.0,3.9312
1199810.0,4.27562
1199940.0,4.32754
1200170.0,4.07486
1200390.0,3.48452
1200520.0,3.07597
1201060.0,2.30955
1201240.0,2.20659
1201410.0,2.26632
1201920.0,2.80859
1202130.0,2.87029
1202610.0,2.6056
1202880.0,2.41091
1203450.0,2.34397
1203760.0,2.41935
1203950.0,2.75708
1204630.0,3.12326
1204830.0,3.07694
1205090.0,2.94784
1205380.0,2.97314
1205740.0,3.36074
1205970.0,3.63903
1206250.0,3.70892
1206610.0,3.64331
1206920.0,3.89194
1207060.0,3.99656
1207220.0,3.96801
1207620.0,3.47528
1207890.0,3.0274
1207980.0,2.86422
1208160.0,2.80404
1208550.0,2.87454
1209160.0,2.69413
1209220.0,2.69399
1209660.0,2.77664
1210620.0,3.15373
1210730.0,3.32324
1211080.0,4.19032
1211330.0,4.33943
1211550.0,4.1782
1211800.0,3.66834
1211960.0,3.52828
1212020.0,3.51933
1212290.0,3.73502
1212400.0,3.93462
1212480.0,4.10704
1212740.0,4.19653
1213050.0,3.86057
1213270.0,3.6106
1213500.0,3.52068
1213610.0,3.62371
1213740.0,3.996
1213880.0,4.44829
1214300.0,5.331
1214440.0,5.51079
1214660.0,5.54221
1214880.0,5.41871
1215360.0,4.50394
1215640.0,3.65009
1215970.0,3.09016
1216440.0,3.01996
1217130.0,2.55781
1217390.0,1.81901
1217680.0,1.37958
1217860.0,1.19452
1217960.0,1.13211
1218010.0,1.11952
1218120.0,1.16438
1218440.0,1.5085
1218920.0,2.14609
1219140.0,2.30818
1219210.0,2.32859
1219360.0,2.28594
1220130.0,2.50925
1220790.0,3.93089
1220930.0,4.29035
1221080.0,4.47069
1221230.0,4.48533
1221750.0,4.3261
1221870.0,4.55035
1222510.0,6.34657
1222690.0,6.46515
1222940.0,6.10503
1223420.0,5.06346
1223830.0,4.61451
1224220.0,3.77982
1224670.0,3.0787
1224820.0,2.9509
1225040.0,2.88572
1225450.0,2.93323
1225770.0,3.077
1226220.0,3.61537
1226620.0,4.30271
1226840.0,5.15467
1227360.0,7.48962
1227670.0,8.43297
1227760.0,8.57795
1227920.0,8.26564
1228550.0,5.45545
1228870.0,4.3737
1229020.0,4.03234
1229240.0,3.95149
1229390.0,4.23513
1229870.0,6.01445
1229980.0,6.55005
1230200.0,7.0064
1230340.0,6.70046
1230680.0,4.9645
1230980.0,3.49539
1231380.0,2.45568
1231750.0,1.84682
1232160.0,1.407
1232530.0,1.15651
1232790.0,1.07708
1232980.0,1.13758
1233270.0,1.35703
1233540.0,1.48134
1234580.0,1.68296
1234840.0,1.90424
1235140.0,1.8053
1236070.0,1.97462
1236370.0,2.0632
1236590.0,2.38179
1236740.0,2.83229
1237710.0,6.77987
1237920.0,7.24184
1237940.0,7.24953
1238300.0,6.43707
1238560.0,5.67737
1239200.0,3.34945
1239350.0,3.15115
1239380.0,3.14429
1239610.0,3.2562
1240140.0,4.36584
1240450.0,4.78185
1241110.0,5.99169
1241180.0,6.01251
1241420.0,5.69862
1241640.0,4.9797
1242090.0,3.31695
1242200.0,3.2052
1242650.0,3.33069
1242950.0,3.64463
1243080.0,3.62408
1243810.0,2.50505
1244080.0,2.44571
1245890.0,2.516
1246150.0,2.66382
1246520.0,3.20347
1246790.0,3.77481
1246940.0,3.86293
1247200.0,3.63518
1247700.0,2.67769
1247780.0,2.56676
1247930.0,2.52231
1248570.0,2.97244
1248820.0,2.92237
1249060.0,2.76387
1250180.0,2.67221
1250340.0,2.67221
1250650.0,2.72827
1250880.0,2.8397
1251450.0,3.45202
1252170.0,5.74953
1252680.0,6.37416
1252770.0,6.40348
1252960.0,6.09795
1253390.0,4.81771
1253770.0,3.14396
1253990.0,2.68482
1254110.0,2.56853
1254250.0,2.63708
1254760.0,3.39056
1254830.0,3.44633
1254980.0,3.40824
1255370.0,2.85289
1255780.0,2.71752
1258420.0,2.65817
1258940.0,2.93763
1259260.0,3.18705
1259530.0,3.70425
1259650.0,3.76385
1259820.0,3.61586
1260440.0,2.92722
1260660.0,2.79697
1260800.0,2.75944
1263000.0,2.75524
1263150.0,2.76124
1263990.0,3.11876
1264070.0,3.27387
1264260.0,3.45808
1264570.0,3.62255
1265380.0,4.84905
1265610.0,5.01308
1265870.0,4.52873
1266350.0,3.27876
1266500.0,3.12243
1266620.0,3.10933
1266800.0,3.16231
1267350.0,3.86681
1268010.0,6.04388
1268120.0,6.48548
1268360.0,6.78004
1268500.0,6.33647
1268790.0,4.51941
1268900.0,3.83621
1269330.0,2.22908
1269580.0,1.6095
1269670.0,1.42036
1269790.0,1.30907
1269830.0,1.2889
1270060.0,1.32002
1270290.0,1.40452
1270810.0,1.74466
1271070.0,1.98459
1271460.0,2.87611
1271610.0,2.96249
1271660.0,2.96335
1271920.0,2.91488
1272200.0,2.33181
1272280.0,2.29717
1272480.0,2.3528
1272620.0,2.49698
1273090.0,3.48104
1273490.0,4.77491
1273640.0,5.12318
1273870.0,5.23128
1274300.0,4.58301
1274620.0,4.42164
1274730.0,4.40638
1275000.0,4.49009
1275630.0,5.98363
1275790.0,6.33643
1275820.0,6.34249
1276210.0,6.12683
1276810.0,4.47912
1277240.0,3.73201
1277590.0,3.57527
1277780.0,3.32273
1278310.0,2.02049
1278420.0,1.71702
1278450.0,1.66243
1278550.0,1.59868
1278650.0,1.57903
1279190.0,1.87184
1279900.0,1.90391
1280650.0,2.11478
1280960.0,2.35565
1281350.0,3.1507
1281980.0,5.33987
1282180.0,5.48221
1282420.0,5.20671
1282630.0,4.51588
1283050.0,3.43742
1283240.0,3.16852
1283390.0,3.13583
1283580.0,3.25402
1283990.0,4.01127
1284350.0,4.26081
1284570.0,4.05373
1285000.0,3.46405
1285060.0,3.42036
1285190.0,3.46083
1285570.0,4.08858
1285990.0,4.19216
1286120.0,4.12866
1286560.0,3.49935
1287390.0,3.00634
1287740.0,2.36292
1288060.0,2.29928
1288280.0,2.32041
1288500.0,2.52044
1288580.0,2.69902
1289290.0,5.53549
1289370.0,5.75913
1289490.0,5.8339
1289730.0,5.37962
1290040.0,4.69223
1290560.0,3.83448
1290760.0,3.74061
1291180.0,3.83662
1291510.0,4.03992
1292200.0,5.12389
1292600.0,5.55453
1292840.0,5.62998
1293200.0,6.22223
1293590.0,6.54424
1294770.0,5.59303
1295270.0,4.87758
1295510.0,4.82219
1295720.0,4.8919
1296230.0,6.094
1296490.0,6.7312
1296550.0,6.76063
1296740.0,6.43687
1297470.0,4.37494
1297950.0,3.61712
1298350.0,3.24105
1299210.0,2.84815
1299760.0,2.71651
1300210.0,2.74946
1300360.0,2.81844
1300600.0,3.20223
1301200.0,3.84869
1301690.0,4.05501
1302210.0,4.57937
1302750.0,4.86905
1302930.0,5.00033
1303640.0,4.13685
1304100.0,3.32467
1304270.0,3.11927
1304710.0,2.95219
1305110.0,2.86806
1305380.0,3.02032
1305700.0,3.38996
1305880.0,3.65429
1306000.0,3.70427
1306370.0,3.55392
1306740.0,3.15006
1306940.0,2.96937
1307590.0,2.69573
1308440.0,2.59088
1309300.0,2.71247
1309550.0,3.00497
1310270.0,4.23613
1310470.0,4.32035
1310690.0,4.13709
1311290.0,2.97565
1311450.0,2.81165
1312020.0,2.89693
1312590.0,3.71807
1312750.0,3.78223
1313080.0,3.54612
1314060.0,2.51146
1314220.0,2.43025
1314400.0,2.4536
1314590.0,2.60712
1314740.0,2.82279
1315530.0,5.26995
1315850.0,5.64628
1316070.0,5.44505
1316220.0,5.18255
1317980.0,3.93692
1318150.0,4.03733
1318680.0,4.96394
1319180.0,7.21228
1319460.0,8.25024
1319580.0,8.32146
1319800.0,8.06178
1320210.0,6.7487
1320860.0,4.88146
1321150.0,4.07437
1321930.0,3.36552
1322300.0,3.24038
1322890.0,3.44164
1323420.0,3.34642
1324580.0,2.88692
1324950.0,2.8546
1325300.0,2.94686
1325720.0,3.26638
1325940.0,3.54419
1326360.0,4.83255
1326730.0,5.54323
1326980.0,5.62005
1327320.0,5.30707
1327430.0,5.10669
1327600.0,4.4208
1328300.0,3.1644
1328550.0,3.01631
1328630.0,3.0031
1329340.0,3.0524
1331500.0,3.72526
1331670.0,3.92051
1332290.0,6.16993
1332730.0,7.34414
1332780.0,7.36266
1332960.0,7.04492
1333760.0,4.48744
1333960.0,4.311
1334130.0,3.98789
1334700.0,3.66609
1334800.0,3.64152
1335010.0,3.71806
1335220.0,4.03004
1335630.0,4.25201
1335810.0,4.14423
1336350.0,3.38933
1336600.0,3.15599
1336980.0,2.99981
1337040.0,2.99937
1337140.0,3.01034
1337460.0,3.191
1337560.0,3.21
1337790.0,3.141
1338020.0,2.99452
1338610.0,3.08581
1339060.0,3.37429
1339160.0,3.3927
1339630.0,3.23225
1340170.0,2.97127
1340930.0,2.87732
1341660.0,2.54092
1341770.0,2.52454
1342030.0,2.66566
1342660.0,3.77611
1342870.0,3.82763
1343290.0,3.79086
1343530.0,3.92016
1344050.0,4.94063
1344220.0,5.03137
1344540.0,4.74916
1344850.0,4.18445
1345110.0,3.70149
1345230.0,3.6416
1345370.0,3.85896
1346060.0,5.42328
1346330.0,5.57255
1346630.0,5.3683
1346930.0,4.91282
1347260.0,4.06382
1347900.0,2.88487
1348070.0,2.82698
1348230.0,2.90945
1348310.0,3.0522
1349090.0,5.81051
1349300.0,6.22862
1349560.0,6.41207
1349840.0,6.96569
1350060.0,7.11572
1350190.0,7.12104
1350440.0,6.86218
1351020.0,5.09903
1351320.0,4.30052
1351440.0,4.15038
1351510.0,4.14983
1352700.0,5.3044
1353240.0,5.60731
1354070.0,6.18654
1354460.0,6.52127
1355060.0,6.2656
1355190.0,6.12387
1355530.0,5.25349
1356600.0,4.04057
1357030.0,3.60547
1357630.0,3.26987
1357970.0,3.18678
1358580.0,3.24359
1358890.0,3.34883
1359080.0,3.27237
1359180.0,3.1916
1359780.0,3.02723
1360300.0,2.7528
1360540.0,2.79737
1361020.0,3.25917
1361340.0,3.40711
1361450.0,3.42033
1361770.0,3.18488
1362010.0,2.95506
1363390.0,2.35526
1363840.0,2.39414
1364300.0,2.57162
1365160.0,2.28871
1365680.0,1.82544
1366720.0,1.59081
1366850.0,1.47585
1366940.0,1.31003
1367040.0,1.24035
1367260.0,1.18199
1367370.0,1.17012
1367650.0,1.22576
1368420.0,1.60723
1368660.0,1.79906
1368800.0,2.01539
1369080.0,2.5882
1369390.0,3.3404
1370540.0,6.52684
1370670.0,6.63713
1370900.0,6.51709
1371770.0,4.03356
1372130.0,3.48188
1372420.0,3.14055
1372680.0,2.98725
1373160.0,2.90383
1373420.0,2.97671
1373510.0,3.06259
1374320.0,5.36514
1374430.0,5.69176
1374720.0,6.09758
1374780.0,6.13048
1375910.0,5.44593
1376390.0,4.37164
1376660.0,4.15396
1377140.0,3.96588
1378020.0,2.65343
1378190.0,2.55848
1378420.0,2.61613
1378560.0,2.78229
1379180.0,3.95671
1379580.0,4.59714
1379640.0,4.62441
1379760.0,4.48034
1379950.0,3.96225
1380320.0,3.71503
1380430.0,3.699
1380560.0,3.83733
1381180.0,5.03926
1381350.0,5.11531
1381750.0,4.69674
1382010.0,4.35846
1382630.0,4.02329
1383330.0,3.86842
1383560.0,3.96403
1384310.0,5.33679
1384480.0,5.40223
1384810.0,5.14822
1385010.0,4.78987
1385220.0,4.37323
1385640.0,3.68486
1385990.0,2.91449
1386690.0,2.13949
1387490.0,1.65475
1388090.0,1.61709
1388160.0,1.62341
1388450.0,1.76222
1388740.0,1.84604
1389580.0,2.88492
1390030.0,3.05619
1390380.0,3.35375
1390650.0,3.39048
1391580.0,3.00239
1391770.0,3.03444
1392160.0,3.38715
1392340.0,3.42486
1392740.0,3.23639
1393140.0,2.95487
1394160.0,2.63969
1395100.0,2.2679
1396270.0,2.05278
1396980.0,1.35831
1397160.0,1.30188
1397630.0,1.29794
1397790.0,1.30883
1398190.0,1.61457
1398280.0,1.68911
1398500.0,1.75374
1398810.0,1.60729
1398910.0,1.51956
1399000.0,1.34752
1399060.0,1.29913
1399130.0,1.28525
1399750.0,1.29992
1400120.0,1.39995
1400750.0,1.67952
1400930.0,1.94193
1401600.0,3.41295
1401740.0,3.54308
1401900.0,3.41225
1402590.0,2.41359
1402730.0,2.35471
1402840.0,2.37054
1403000.0,2.57747
1403440.0,3.41239
1403670.0,3.85467
1403900.0,3.9216
1404170.0,3.77016
1404620.0,3.24307
1404760.0,3.18577
1405420.0,3.13903
1405610.0,2.96858
1406440.0,1.95979
1406840.0,1.82142
1407180.0,1.91326
1407320.0,2.02939
1408430.0,4.22174
1408610.0,4.28281
1408800.0,4.08479
1409380.0,3.06512
1409790.0,2.82241
1411290.0,2.76865
1411720.0,2.41462
1411790.0,2.38912
1412970.0,2.49515
1413200.0,2.46943
1413920.0,1.85802
1414150.0,1.82041
1414430.0,1.92111
1414560.0,2.10703
1415000.0,2.8953
1415470.0,3.56529
1415610.0,3.62169
1416250.0,3.43207
1416750.0,2.81602
1417060.0,2.79749
1417400.0,2.82933
1418580.0,3.81403
1418670.0,3.83494
1419090.0,3.58811
1419680.0,2.81263
1419910.0,2.73563
1420970.0,2.82299
1421700.0,3.50411
1421890.0,3.55519
1422180.0,3.42811
1422360.0,3.1467
1423040.0,2.71401
1423230.0,2.61956
1423780.0,2.52716
1424200.0,2.40234
1424420.0,2.85737
1424810.0,3.78621
1425390.0,5.56355
1425590.0,5.72129
1425990.0,5.52187
1426170.0,5.16578
1426730.0,3.57866
1427330.0,3.14003
1428810.0,3.08941
1429160.0,3.28301
1429510.0,3.35756
1429780.0,3.28943
1430060.0,3.04337
1430430.0,3.00245
1430920.0,3.17287
1431050.0,3.37207
1431970.0,5.46005
1432200.0,5.65778
1432460.0,5.48816
1432710.0,4.8887
1433130.0,4.51184
1433480.0,4.62431
1433720.0,4.95544
1434110.0,5.61494
1434520.0,5.87681
1434810.0,5.6241
1436060.0,3.37183
1436530.0,2.78906
1436950.0,2.52023
1438040.0,2.33866
1438300.0,2.31677
1438970.0,2.40746
1439190.0,2.46958
1439440.0,2.64248
1440840.0,4.78839
1441030.0,4.82558
1441340.0,4.73704
1441500.0,4.53537
1442200.0,2.68778
1442760.0,2.12271
1443050.0,2.02022
1443360.0,2.07571
1444270.0,2.95385
1444600.0,3.05687
1445120.0,2.94058
1445490.0,2.70819
1446800.0,2.6968
1447660.0,2.74848
1448730.0,2.91089
1448940.0,3.00475
1449270.0,3.30467
1449600.0,3.41359
1449880.0,3.16336
1450170.0,2.82234
1450540.0,2.61544
1450590.0,2.61516
1451210.0,2.62728
1451920.0,2.767
1453390.0,3.48876
1453860.0,3.95489
1453960.0,3.99898
1454100.0,3.89111
1454860.0,2.7331
1455050.0,2.685
1455480.0,2.77928
1455970.0,3.43439
1456150.0,3.72351
1456390.0,3.77266
1456600.0,3.69543
1456870.0,3.36602
1457010.0,3.09912
1457350.0,2.85245
1458410.0,2.5634
1458470.0,2.56319
1458590.0,2.56975
1459210.0,2.81772
1459440.0,3.23722
1460120.0,4.81174
1460540.0,5.27157
1460670.0,5.20296
1461170.0,4.27998
1461840.0,3.78927
1462820.0,3.72975
1463130.0,3.78604
1463310.0,3.93171
1463760.0,4.63243
1464050.0,4.81353
1464410.0,4.57972
1464530.0,4.46156
1465060.0,4.41727
1465400.0,4.55739
1465730.0,5.09591
1465970.0,5.2143
1466300.0,4.98263
1466530.0,4.48792
1466950.0,2.87703
1467030.0,2.7268
1467170.0,2.65812
1467500.0,2.76264
1468040.0,3.21963
1468330.0,3.2757
1468610.0,3.25371
1468670.0,3.27558
1469390.0,4.61281
1469630.0,4.79517
1469940.0,4.64934
1470260.0,4.32251
1470500.0,4.22258
1470760.0,4.30939
1471130.0,4.76268
1471860.0,6.46745
1472100.0,6.58814
1472330.0,6.53463
1472880.0,4.80565
1473260.0,3.95398
1473650.0,3.68629
1474540.0,3.58781
1475180.0,3.52946
1475400.0,3.46943
1475600.0,3.28444
1476280.0,2.14854
1476330.0,2.09883
1476520.0,2.07942
1476720.0,2.08439
1477550.0,2.40629
1478910.0,2.43208
1479640.0,2.58499
1479980.0,2.88389
1480520.0,3.83531
1480960.0,5.18721
1481200.0,5.58695
1481350.0,5.64161
1481600.0,5.393
1482010.0,4.40491
1482330.0,3.59896
1483500.0,3.64035
1483700.0,3.57435
1484480.0,2.40755
1484780.0,2.10948
1485380.0,2.05589
1485460.0,2.08056
1485600.0,2.28434
1485870.0,2.38892
1487670.0,2.87425
1488170.0,3.43958
1488460.0,3.49558
1488680.0,3.44584
1488790.0,3.27117
1488900.0,3.0557
1489640.0,2.75925
1490230.0,2.78793
1490650.0,3.02375
1490980.0,3.01993
1491420.0,3.08232
1492430.0,4.40429
1492450.0,4.40611
1492670.0,4.33861
1493790.0,3.10067
1494040.0,3.07151
1494490.0,3.24957
1494990.0,3.73998
1495090.0,3.74747
1495220.0,3.68828
1495480.0,3.3585
1495760.0,3.21139
1495900.0,3.20954
1496200.0,3.36123
1496540.0,4.0302
1496870.0,4.71931
1497180.0,4.81037
1497270.0,4.69252
1497410.0,4.33324
1497780.0,4.14911
1498710.0,3.81553
1499260.0,3.26482
1499360.0,3.08431
1499550.0,3.04817
1499980.0,3.24056
1500410.0,3.81964
1501250.0,5.45926
1501500.0,5.68561
1501780.0,5.54111
1502250.0,4.68511
1502780.0,4.12701
1503650.0,3.36364
1504150.0,2.89719
1504500.0,2.77724
1504800.0,2.825
1505100.0,2.95476
1505800.0,4.02027
1506050.0,4.13707
1506330.0,3.9737
1506900.0,3.13957
1507200.0,2.81742
1508050.0,2.7446
1508570.0,2.47122
1508910.0,2.24322
1509860.0,2.18435
1510820.0,1.23033
1510870.0,1.19063
1511240.0,1.06439
1511370.0,1.03863
1511580.0,1.08535
1511680.0,1.16094
1512530.0,2.16153
1512700.0,2.2296
1512830.0,2.24022
1513350.0,2.0777
1514110.0,1.71741
1514510.0,1.68333
1514950.0,1.82547
1515220.0,2.03156
1515720.0,3.09525
1516230.0,4.77489
1516530.0,5.08755
1516820.0,4.64553
1517290.0,3.30691
1517900.0,2.8308
1518920.0,2.54008
1519220.0,2.47914
1519580.0,2.55222
1520720.0,3.51267
1520790.0,3.52878
1521660.0,2.76341
1522170.0,2.67291
1522970.0,3.51664
1523080.0,3.55346
1524000.0,2.89122
1524770.0,2.61361
1525530.0,2.16297
1526400.0,2.36959
1529010.0,2.46106
1529420.0,2.42612
1529750.0,2.69611
1530240.0,3.29578
1530760.0,4.46396
1530960.0,4.53056
1531220.0,4.34438
1531550.0,3.66516
1531780.0,3.34101
1532550.0,2.93961
1532820.0,3.01001
1533330.0,2.64303
1533590.0,2.2177
1533780.0,2.18016
1533850.0,2.19507
1534340.0,2.82295
1534460.0,3.16955
1534570.0,3.5485
1534930.0,3.88255
1535650.0,3.25871
1536170.0,2.79509
1536840.0,2.44583
1538290.0,2.37251
1539270.0,2.44977
1540620.0,3.23053
1541280.0,2.67904
1541500.0,2.40405
1541850.0,2.3837
1541970.0,2.39156
1542280.0,2.54159
1543000.0,2.538
1543890.0,2.82207
1544220.0,2.69908
1544560.0,2.48535
1545030.0,2.31813
1545550.0,2.28169
1546410.0,2.35712
1546700.0,2.42565
1547940.0,3.8109
1548740.0,4.91007
1549100.0,5.1981
1549740.0,4.46633
1550150.0,3.62075
1551120.0,3.34099
1551400.0,3.21594
1551820.0,2.83378
1552560.0,2.62979
1552990.0,2.697
1554090.0,2.25743
1554620.0,2.63085
1554820.0,2.93882
1554930.0,3.10516
1555190.0,3.28631
1555640.0,3.05725
1557450.0,1.85083
1557610.0,1.71993
1557810.0,1.76285
1557910.0,1.84255
1558670.0,3.20778
1559090.0,3.68293
1559250.0,3.80571
1559640.0,3.44702
1560150.0,2.92591
1560410.0,2.86936
1560540.0,2.88447
1560660.0,3.06011
1561410.0,4.51111
1561680.0,4.42581
1561940.0,4.1575
1562210.0,3.52752
1562520.0,3.05514
1563110.0,2.4821
1564110.0,2.41023
1564220.0,2.31045
1564700.0,2.23004
1565760.0,2.28104
1566400.0,2.51834
1566720.0,3.12926
1566980.0,3.18742
1567400.0,2.98297
1568200.0,2.4503
1568520.0,2.4032
1569060.0,2.23092
1569430.0,2.29679
1569500.0,2.34676
1570230.0,3.51071
1570660.0,3.89292
1571480.0,3.9704
1572200.0,3.86076
1572810.0,3.31042
1573740.0,2.0702
1574400.0,1.24695
1574570.0,1.09409
1574840.0,1.00593
1575060.0,1.01884
1575140.0,1.07066
1575640.0,1.7108
1576070.0,2.54957
1577940.0,4.37062
1578000.0,4.3856
1578190.0,4.29862
1579060.0,2.95443
1579380.0,2.63582
1579400.0,2.63191
1580100.0,3.01949
1580310.0,3.05567
1580510.0,3.00902
1581120.0,2.42503
1581390.0,2.39743
1581680.0,2.48363
1582530.0,3.95652
1582740.0,4.05303
1583360.0,3.4083
1583500.0,3.11982
1584140.0,2.82955
1584900.0,2.78076
1586090.0,3.23656
1586810.0,2.65537
1586910.0,2.59684
1587770.0,2.53193
1589130.0,3.41828
1589840.0,3.09037
1591410.0,2.83762
1591850.0,2.42319
1593060.0,1.79115
1593920.0,1.84772
1594690.0,1.8413
1596990.0,0.994608
1597320.0,0.901152
1597610.0,0.93864
1597750.0,1.00354
1598470.0,1.42341
1599110.0,1.65744
1599150.0,1.65781
1600220.0,1.6277
1600380.0,1.48952
1600710.0,1.46098
1601020.0,1.52693
1601540.0,1.83196
1602530.0,2.93947
1602970.0,2.98053
1603800.0,2.51189
1604290.0,2.20929
1605170.0,1.97323
1606820.0,1.90561
1607480.0,1.36763
1607650.0,1.27545
1607860.0,1.25486
1607930.0,1.26286
1608240.0,1.49476
1608570.0,1.87485
1608860.0,2.37599
1610470.0,5.74856
1611030.0,6.32132
1611580.0,6.56432
1612000.0,6.31276
1612530.0,5.49763
1613300.0,4.01539
1613720.0,3.77769
1613860.0,3.74502
1614200.0,4.13388
1614760.0,4.86056
1614980.0,4.94231
1615280.0,4.6465
1615590.0,3.96781
1616320.0,3.54924
1618100.0,2.97952
1619390.0,2.9107
1620560.0,2.48988
1621530.0,2.91905
1621850.0,3.00763
1622440.0,2.84592
1623020.0,2.39664
1626220.0,1.88119
1626430.0,1.96322
1626500.0,2.11106
1627740.0,5.69791
1628020.0,5.82975
1628390.0,5.36646
1629280.0,3.6698
1629770.0,3.00198
1631360.0,1.77709
1631510.0,1.71098
1631780.0,1.72908
1631940.0,1.88767
1632310.0,2.32452
1632930.0,2.68886
1633100.0,2.69767
1633270.0,2.66578
1634290.0,2.04961
1634910.0,2.03646
1635480.0,1.92641
1635740.0,1.9501
1636860.0,2.5139
1637430.0,2.09874
1637560.0,1.91772
1637850.0,1.40169
1637880.0,1.36099
1638160.0,1.27068
1638560.0,1.1609
1638900.0,1.04119
1639240.0,1.16351
1639580.0,1.37428
1639810.0,1.6731
1640950.0,4.3781
1641230.0,4.49049
1641290.0,4.45812
1642090.0,2.17901
1642590.0,1.26763
1642960.0,0.797308
1643080.0,0.708004
1643220.0,0.628975
